p=0 | CubeHexMesh: Building sub cells
[MetricOpStats] ParamMass_M  (rows=4760)
  row_sum       min=4.0404e-07  max=0.00198  mean=0.000659429  max/|min|=4900.5
  |row_sum|     min=4.0404e-07  max=0.00198  mean=0.000659429  max/min=4900.5
  diag          min=1.79574e-07  max=0.00088  mean=0.000293079  nonpos=0
  max_abs_entry=0.00088
MrHyDE vector contract check (primal) errors: e[0]=0 e[1]=0 e[2]=0 e[3]=0 e[4]=0 e[5]=0 e[6]=0 e[7]=0 e[8]=0 e[9]=0 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check (dual) errors: e[0]=0 e[1]=7.08644e-16 e[2]=0 e[3]=0 e[4]=0 e[5]=1.25089e-16 e[6]=2.39689e-16 e[7]=0 e[8]=0 e[9]=6.0082e-16 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check: max_primal_err=0 max_dual_err=7.08644e-16 tol=1e-08

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Cubic Interpolation satisfying Wolfe Conditions
-------------------------------------------------------------------------------------------------------------
Quasi-Newton status output definitions

  iter     - Number of iterates (steps taken)
  value    - Objective function value
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  alpha    - Line search step length
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Cumulative number of times the gradient was computed
  ls_#fval - Number of the times the objective function was evaluated during the line search
  ls_#grad - Number of the times the gradient was evaluated during the line search
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          alpha          #fval     #grad     ls_#fval  ls_#grad  
  91    8.492363e-18   4.116393e-04   1.505946e-14   1.000000e+00   202       92        1         0         
  92    8.168986e-18   5.002291e-04   1.630888e-14   1.000000e+00   204       93        1         0         
  93    7.641930e-18   4.894783e-04   2.357846e-14   1.000000e+00   206       94        1         0         
  94    7.457885e-18   8.715777e-04   1.616935e-14   4.184218e-01   209       95        2         0         
  95    7.037421e-18   3.063200e-04   1.289652e-14   1.000000e+00   211       96        1         0         
  96    6.915969e-18   2.081999e-04   3.864865e-15   1.000000e+00   213       97        1         0         
  97    6.812688e-18   2.876160e-04   3.951244e-15   1.000000e+00   215       98        1         0         
  98    6.717303e-18   3.510314e-04   5.852613e-15   1.000000e+00   217       99        1         0         
  99    6.618098e-18   2.219907e-04   3.356751e-15   1.000000e+00   219       100       1         0         
  100   6.514165e-18   1.995042e-04   7.117239e-15   1.000000e+00   221       101       1         0         
  101   6.451065e-18   2.534158e-04   4.481269e-15   1.000000e+00   223       102       1         0         
  102   6.359354e-18   2.150899e-04   4.419382e-15   1.000000e+00   225       103       1         0         
  103   6.263542e-18   3.990032e-04   8.299900e-15   1.000000e+00   227       104       1         0         
  104   6.170004e-18   2.048260e-04   2.382074e-15   1.000000e+00   229       105       1         0         
  105   6.109007e-18   1.945845e-04   2.509692e-15   1.000000e+00   231       106       1         0         
  106   6.014403e-18   2.376854e-04   4.819653e-15   1.000000e+00   233       107       1         0         
  107   5.958243e-18   5.459065e-04   9.261356e-15   1.000000e+00   235       108       1         0         
  108   5.842490e-18   2.234975e-04   3.822069e-15   1.000000e+00   237       109       1         0         
  109   5.773199e-18   1.833819e-04   4.400086e-15   1.000000e+00   239       110       1         0         
  110   5.689688e-18   2.377277e-04   6.264943e-15   1.000000e+00   241       111       1         0         
  111   5.549223e-18   2.955134e-04   1.003209e-14   1.000000e+00   243       112       1         0         
  112   5.461899e-18   4.729572e-04   1.144783e-14   4.528668e-01   246       113       2         0         
