p=0 | CubeHexMesh: Building sub cells
[MetricOpStats] ParamMass_M  (rows=4760)
  row_sum       min=4.0404e-07  max=0.00198  mean=0.000659429  max/|min|=4900.5
  |row_sum|     min=4.0404e-07  max=0.00198  mean=0.000659429  max/min=4900.5
  diag          min=1.79574e-07  max=0.00088  mean=0.000293079  nonpos=0
  max_abs_entry=0.00088
MrHyDE vector contract check (primal) errors: e[0]=0 e[1]=0 e[2]=0 e[3]=0 e[4]=0 e[5]=0 e[6]=0 e[7]=0 e[8]=0 e[9]=0 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check (dual) errors: e[0]=0 e[1]=7.08644e-16 e[2]=0 e[3]=0 e[4]=0 e[5]=1.25089e-16 e[6]=2.39689e-16 e[7]=0 e[8]=0 e[9]=6.0082e-16 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check: max_primal_err=0 max_dual_err=7.08644e-16 tol=1e-08

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Cubic Interpolation satisfying Wolfe Conditions
-------------------------------------------------------------------------------------------------------------
Quasi-Newton status output definitions

  iter     - Number of iterates (steps taken)
  value    - Objective function value
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  alpha    - Line search step length
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Cumulative number of times the gradient was computed
  ls_#fval - Number of the times the objective function was evaluated during the line search
  ls_#grad - Number of the times the gradient was evaluated during the line search
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          alpha          #fval     #grad     ls_#fval  ls_#grad  
  132   3.597113e-18   1.646817e-04   3.411198e-15   1.000000e+00   285       133       1         0         
  133   3.559819e-18   3.227711e-04   5.588464e-15   1.000000e+00   287       134       1         0         
  134   3.510451e-18   1.330032e-04   6.211067e-15   1.000000e+00   289       135       1         0         
  135   3.488498e-18   1.061045e-04   1.285201e-15   1.000000e+00   291       136       1         0         
  136   3.457052e-18   1.499187e-04   2.975398e-15   1.000000e+00   293       137       1         0         
  137   3.444605e-18   2.873946e-04   6.019512e-15   1.000000e+00   295       138       1         0         
  138   3.413515e-18   1.398150e-04   9.785367e-16   1.000000e+00   297       139       1         0         
  139   3.389117e-18   1.033609e-04   3.309016e-15   1.000000e+00   299       140       1         0         
  140   3.372746e-18   1.186518e-04   3.298011e-15   1.000000e+00   301       141       1         0         
  141   3.330825e-18   1.438906e-04   6.906080e-15   1.000000e+00   303       142       1         0         
  142   3.308245e-18   2.710599e-04   7.559205e-15   4.261657e-01   306       143       2         0         
  143   3.260298e-18   1.307600e-04   4.843432e-15   1.000000e+00   308       144       1         0         
  144   3.223618e-18   1.332724e-04   4.468279e-15   1.000000e+00   310       145       1         0         
  145   3.168524e-18   1.796366e-04   6.854564e-15   1.000000e+00   312       146       1         0         
  146   3.123405e-18   4.509244e-04   1.500804e-14   1.000000e+00   314       147       1         0         
  147   3.035775e-18   1.773112e-04   4.370439e-15   1.000000e+00   316       148       1         0         
  148   3.000257e-18   1.275773e-04   1.941769e-15   1.000000e+00   318       149       1         0         
  149   2.962355e-18   1.597495e-04   5.100096e-15   1.000000e+00   320       150       1         0         
  150   2.914301e-18   2.583152e-04   8.209308e-15   1.000000e+00   322       151       1         0         
  151   2.846313e-18   1.956528e-04   1.213654e-14   1.000000e+00   324       152       1         0         
  152   2.776475e-18   1.861926e-04   1.044623e-14   1.000000e+00   326       153       1         0         
  153   2.696363e-18   3.275187e-04   1.859487e-14   1.000000e+00   328       154       1         0         
  154   2.629938e-18   2.120320e-04   5.188206e-15   1.000000e+00   330       155       1         0         
  155   2.574350e-18   1.919847e-04   3.397401e-15   1.000000e+00   332       156       1         0         
  156   2.506871e-18   2.024878e-04   1.250713e-14   1.000000e+00   334       157       1         0         
  157   2.489187e-18   4.465872e-04   1.729067e-14   1.000000e+00   336       158       1         0         
  158   2.423267e-18   1.885773e-04   6.036424e-15   1.000000e+00   338       159       1         0         
  159   2.396068e-18   1.152520e-04   2.166728e-15   1.000000e+00   340       160       1         0         
  160   2.375939e-18   1.195422e-04   3.297052e-15   1.000000e+00   342       161       1         0         
  161   2.348027e-18   1.089583e-04   4.863345e-15   1.000000e+00   344       162       1         0         
  162   2.337359e-18   2.282834e-04   3.789048e-15   3.856255e-01   347       163       2         0         
  163   2.310448e-18   1.051919e-04   3.271962e-15   1.000000e+00   349       164       1         0         
  164   2.292152e-18   9.737542e-05   3.370888e-15   1.000000e+00   351       165       1         0         
  165   2.266481e-18   1.317164e-04   5.762401e-15   1.000000e+00   353       166       1         0         
  166   2.241748e-18   2.686754e-04   8.669293e-15   1.000000e+00   355       167       1         0         
  167   2.203517e-18   1.437563e-04   8.781475e-15   1.000000e+00   357       168       1         0         
  168   2.176117e-18   1.096747e-04   2.239262e-15   1.000000e+00   359       169       1         0         
  169   2.147513e-18   1.293969e-04   4.064791e-15   1.000000e+00   361       170       1         0         
  170   2.129252e-18   2.716622e-04   7.416247e-15   1.000000e+00   363       171       1         0         
  171   2.097686e-18   1.311365e-04   4.177562e-15   1.000000e+00   365       172       1         0         
  172   2.073007e-18   1.040288e-04   6.162505e-15   1.000000e+00   367       173       1         0         
  173   2.052981e-18   1.290366e-04   5.918972e-15   1.000000e+00   369       174       1         0         
  174   2.012571e-18   1.763948e-04   1.147035e-14   1.000000e+00   371       175       1         0         
  175   1.982910e-18   2.269465e-04   1.025125e-14   4.909930e-01   374       176       2         0         
  176   1.941453e-18   1.356003e-04   8.671987e-15   1.000000e+00   376       177       1         0         
  177   1.903110e-18   1.355020e-04   5.424477e-15   1.000000e+00   378       178       1         0         
  178   1.866630e-18   2.259574e-04   7.784873e-15   1.000000e+00   380       179       1         0         
  179   1.831684e-18   1.660636e-04   6.856363e-15   1.000000e+00   382       180       1         0         
  180   1.808425e-18   1.043598e-04   4.497043e-15   1.000000e+00   384       181       1         0         
  181   1.790685e-18   1.196703e-04   7.371379e-15   1.000000e+00   386       182       1         0         
