iter,gMg,gKg,gEuclid2,zMz,zKz,ratio_g,ratio_z,gpMgp,gpKgp,gpEuclid2,ratio_gp,alpha1,alpha2
42,1.28329352e-11,6.33887288e+03,6.54281105e-05,1.25339412e-27,5.99660917e-13,4.93953470e+14,4.78429656e+14,1.28329352e-11,6.33887288e+03,6.54281105e-05,4.93953470e+14,1.00000000e+00,1.00000000e+00
43,1.02800153e-11,4.21218337e+03,4.99832530e-05,1.25383187e-27,5.99897693e-13,4.09744855e+14,4.78451465e+14,1.02800153e-11,4.21218337e+03,4.99832530e-05,4.09744855e+14,1.00000000e+00,1.00000000e+00
44,1.73210114e-11,1.05107964e+04,9.37958274e-05,1.25446513e-27,6.00235348e-13,6.06823479e+14,4.78479102e+14,1.73210114e-11,1.05107964e+04,9.37958274e-05,6.06823479e+14,1.00000000e+00,1.00000000e+00
45,1.06979211e-11,5.06199783e+03,5.39191684e-05,1.25550914e-27,6.00785093e-13,4.73175844e+14,4.78519092e+14,1.06979211e-11,5.06199783e+03,5.39191684e-05,4.73175844e+14,1.00000000e+00,1.00000000e+00
46,8.63952322e-12,3.67700985e+03,4.23913171e-05,1.25711705e-27,6.01628101e-13,4.25603330e+14,4.78577631e+14,8.63952322e-12,3.67700985e+03,4.23913171e-05,4.25603330e+14,1.00000000e+00,1.00000000e+00
47,1.68064112e-11,9.66540906e+03,8.95133557e-05,1.25835083e-27,6.02273207e-13,5.75102497e+14,4.78621060e+14,1.68064112e-11,9.66540906e+03,8.95133557e-05,5.75102497e+14,1.00000000e+00,1.00000000e+00
48,1.00106939e-11,4.06658078e+03,4.85748606e-05,1.25943575e-27,6.02855310e-13,4.06223665e+14,4.78670953e+14,1.00106939e-11,4.06658078e+03,4.85748606e-05,4.06223665e+14,1.00000000e+00,1.00000000e+00
49,8.09318305e-12,3.32050942e+03,3.93627474e-05,1.26076404e-27,6.03567540e-13,4.10284730e+14,4.78731565e+14,8.09318305e-12,3.32050942e+03,3.93627474e-05,4.10284730e+14,1.00000000e+00,1.00000000e+00
50,1.16854586e-11,6.70588656e+03,6.21978839e-05,1.26188504e-27,6.04170088e-13,5.73865930e+14,4.78783781e+14,1.16854586e-11,6.70588656e+03,6.21978839e-05,5.73865930e+14,1.00000000e+00,1.00000000e+00
51,9.63697530e-12,4.57996390e+03,4.86278990e-05,1.26232970e-27,6.04410257e-13,4.75249106e+14,4.78805384e+14,9.63697530e-12,4.57996390e+03,4.86278990e-05,4.75249106e+14,1.00000000e+00,1.00000000e+00
52,5.70196153e-12,2.25186888e+03,2.74869073e-05,1.26307572e-27,6.04808218e-13,3.94928810e+14,4.78837658e+14,5.70196153e-12,2.25186888e+03,2.74869073e-05,3.94928810e+14,1.00000000e+00,1.00000000e+00
53,6.02430250e-12,2.79878972e+03,3.02181684e-05,1.26380762e-27,6.05201120e-13,4.64583198e+14,4.78871239e+14,6.02430250e-12,2.79878972e+03,3.02181684e-05,4.64583198e+14,1.00000000e+00,1.00000000e+00
54,1.06574121e-11,6.59302592e+03,5.80645929e-05,1.26413802e-27,6.05380247e-13,6.18632914e+14,4.78887778e+14,1.06574121e-11,6.59302592e+03,5.80645929e-05,6.18632914e+14,1.00000000e+00,1.00000000e+00
55,3.91956358e-12,1.73886781e+03,1.94303579e-05,1.26454873e-27,6.05605202e-13,4.43638117e+14,4.78910135e+14,3.91956358e-12,1.73886781e+03,1.94303579e-05,4.43638117e+14,1.00000000e+00,1.00000000e+00
56,2.85933820e-12,1.11179188e+03,1.37347989e-05,1.26479542e-27,6.05743933e-13,3.88828394e+14,4.78926412e+14,2.85933820e-12,1.11179188e+03,1.37347989e-05,3.88828394e+14,1.00000000e+00,1.00000000e+00
57,3.77523946e-12,1.90781216e+03,1.93685848e-05,1.26521525e-27,6.05985996e-13,5.05348648e+14,4.78958812e+14,3.77523946e-12,1.90781216e+03,1.93685848e-05,5.05348648e+14,1.00000000e+00,1.00000000e+00
58,5.99801405e-12,3.29473963e+03,3.15121267e-05,1.26531609e-27,6.06048447e-13,5.49305087e+14,4.78970001e+14,5.99801405e-12,3.29473963e+03,3.15121267e-05,5.49305087e+14,1.00000000e+00,1.00000000e+00
59,4.42431617e-12,2.41758592e+03,2.32086237e-05,1.26524020e-27,6.06011499e-13,5.46431544e+14,4.78969526e+14,4.42431617e-12,2.41758592e+03,2.32086237e-05,5.46431544e+14,1.00000000e+00,1.00000000e+00
60,1.78801979e-12,7.91658320e+02,8.85928700e-06,1.26518271e-27,6.05987356e-13,4.42757023e+14,4.78972207e+14,1.78801979e-12,7.91658320e+02,8.85928700e-06,4.42757023e+14,1.00000000e+00,1.00000000e+00
61,1.30510916e-12,5.34172655e+02,6.34401869e-06,1.26522688e-27,6.06022044e-13,4.09293469e+14,4.78982902e+14,1.30510916e-12,5.34172655e+02,6.34401869e-06,4.09293469e+14,1.00000000e+00,1.00000000e+00
62,2.45473013e-12,1.52564690e+03,1.33939008e-05,1.26535130e-27,6.06101786e-13,6.21513087e+14,4.78998825e+14,2.45473013e-12,1.52564690e+03,1.33939008e-05,6.21513087e+14,1.00000000e+00,1.00000000e+00
63,1.58325436e-12,6.61406208e+02,7.73362926e-06,1.26550712e-27,6.06201197e-13,4.17751072e+14,4.79018401e+14,1.58325436e-12,6.61406208e+02,7.73362926e-06,4.17751072e+14,1.00000000e+00,1.00000000e+00
64,1.65184788e-12,6.46519872e+02,7.94651406e-06,1.26570615e-27,6.06334419e-13,3.91391896e+14,4.79048331e+14,1.65184788e-12,6.46519872e+02,7.94651406e-06,3.91391896e+14,1.00000000e+00,1.00000000e+00
65,3.10259868e-12,1.68256030e+03,1.62393861e-05,1.26575896e-27,6.06382521e-13,5.42306780e+14,4.79066348e+14,3.10259868e-12,1.68256030e+03,1.62393861e-05,5.42306780e+14,1.00000000e+00,1.00000000e+00
66,2.08163457e-12,9.79310729e+02,1.04758538e-05,1.26575489e-27,6.06398914e-13,4.70452761e+14,4.79080839e+14,2.08163457e-12,9.79310729e+02,1.04758538e-05,4.70452761e+14,1.00000000e+00,1.00000000e+00
67,1.25632191e-12,5.67824701e+02,6.25731815e-06,1.26576120e-27,6.06423060e-13,4.51973891e+14,4.79097526e+14,1.25632191e-12,5.67824701e+02,6.25731815e-06,4.51973891e+14,1.00000000e+00,1.00000000e+00
